gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oprl1	769.9226179589645	0.3314122902518744	0.05719052319807567	5.794881244643443	6.836954247228513e-9	5.119079532688043e-6
Amer2	357.0339494958626	-0.6805114600693577	0.11837638489546305	-5.748709598373951	8.992711884606871e-9	6.011027165763856e-6
Smg1	2250.794611619241	-0.4651722405489629	0.08085959623294034	-5.752839022456835	8.775704228082205e-9	6.011027165763856e-6
Zbtb40	471.1614754702909	-0.43085103595730817	0.07502063003945039	-5.743100740832763	9.295838439955352e-9	6.011027165763856e-6
Tm6sf2	53.77879178928828	-0.6990401742577285	0.12192393436189242	-5.733412212427874	9.843002237861527e-9	6.088110862426873e-6
Sbk1	2440.493730362812	-0.38840928250966855	0.06822334531801401	-5.693201948675348	1.2467877034177303e-8	7.390334112008596e-6
Cbl	206.3689538813722	-0.7406141166384822	0.13051497679641377	-5.6745527204417545	1.3905148954902186e-8	7.608255732016866e-6
Bicd2	2382.2401645691416	-0.24060482768669533	0.042381205752199	-5.677158622940104	1.369504686030113e-8	7.608255732016866e-6
Cfp	265.214977822729	-0.5100037967072222	0.09058890748999933	-5.629870265998347	1.8034522111993157e-8	9.16282541304338e-6
Snapc2	496.8946457021258	0.3263728192026422	0.057917442441398244	5.635138663674095	1.7491753546576212e-8	9.16282541304338e-6
Tmem181b-ps	2346.2320911582724	-0.5070178458587404	0.09100270854011312	-5.571458849878647	2.5261503578036176e-8	1.2392074134522161e-5
Nbeal1	92.46643425639111	-0.6952674640030034	0.1255644262072464	-5.537137268922423	3.0745557934301485e-8	1.4579543572445765e-5
Ppm1g	1676.611974915602	0.2250408539446649	0.04075826636382834	5.521354905918704	3.3639553232420966e-8	1.5437299493045826e-5
Kmt2c	1355.168425071553	-0.4417856179046629	0.08078022700860701	-5.468982129223174	4.526273780592753e-8	2.0122115875847656e-5
Klf4	249.40934017615552	-0.6750112692185573	0.123686920950539	-5.457418327104178	4.8310724492754925e-8	2.0826314140422168e-5
Ptprz1	2991.30446514784	-0.42552276439024317	0.07809181429194273	-5.449005996959495	5.065210567014437e-8	2.1193436919513937e-5
Chd9	1120.6291900049644	-0.44849218409941655	0.08248501485162191	-5.437256511454672	5.4107216018881144e-8	2.1308644917237567e-5
Nktr	3405.4079016627124	-0.3445794687480286	0.06339962830072206	-5.435039257857986	5.478436934929668e-8	2.1308644917237567e-5
Ptpn1	1362.5041502699223	-0.3179371611219914	0.05851986237765573	-5.432978619638506	5.542105032600801e-8	2.1308644917237567e-5
Bmp2k	232.74823721512152	-0.49420813534027686	0.09143741694632983	-5.4048785699005215	6.485231311085486e-8	2.3656128367051826e-5
Ptchd1	235.23728514895373	-0.3978678470690294	0.07361250212374001	-5.404895032643064	6.48463569963584e-8	2.3656128367051826e-5
Abca1	594.4713674031491	-0.5458424286388057	0.10118319972538445	-5.3945954478633364	6.867811194830869e-8	2.398276417968373e-5
Prmt8	1642.8801337391183	0.33131465426783824	0.06142913265818706	5.393445095690795	6.911945250717228e-8	2.398276417968373e-5
Marf1	1983.1460091606646	-0.3167719635266662	0.05881355253694363	-5.386036888822291	7.202818607292791e-8	2.439697559698744e-5
Txnrd1	986.4577003234305	-0.2518914152579967	0.0468078660608047	-5.381390703237418	7.391257546002326e-8	2.445303019754165e-5
Hook3	1066.7343098583226	-0.3988426086941315	0.07447498425093048	-5.355390305962347	8.537192760901908e-8	2.7064755037630166e-5
Ptpn2	454.14711092003506	-0.33209402204270166	0.062017046364846326	-5.354882915400265	8.561183584235608e-8	2.7064755037630166e-5
Mcf2l	4577.266715518933	-0.23778693942184667	0.04447449695466556	-5.346590871263398	8.962629337899333e-8	2.771790542629476e-5
Ago3	93.37425050300622	-0.6896896490004459	0.1294241000817655	-5.328912069426983	9.880281375865343e-8	2.990571975597029e-5
Tnfrsf25	240.52001116358227	-0.6905291765132129	0.12998352578060768	-5.3124361134711835	1.081693539263534e-7	3.205869226992299e-5
Igsf9b	550.0689058935249	-0.6896190848088231	0.13040360947845983	-5.288343532567133	1.234290055248072e-7	3.5834714950936876e-5
Ubn2	795.6442635422075	-0.43796112602816906	0.08292220603271412	-5.281590384310163	1.280672748558448e-7	3.6437701041984965e-5
Ccnt2	932.2022065490748	-0.3690696790037044	0.06993477080263397	-5.277341653771518	1.3107137760105306e-7	3.6561204269658444e-5
Pisd-ps2	1360.939515415173	-0.5154538165916653	0.09812638757909532	-5.2529582440419595	1.4967547887697933e-7	4.0947756971229e-5
Flnb	3251.560335612462	-0.42498118685950054	0.0810611502783706	-5.242723368717079	1.5822366844009012e-7	4.246962089110797e-5
Macf1	6993.96202503033	-0.3179258981435108	0.060685785324171945	-5.23888578594165	1.6154897483752394e-7	4.2559179926641034e-5
Chpt1	330.0506933673079	-0.37855533397036417	0.07250087618705033	-5.221389780086264	1.775853136012215e-7	4.593324856892685e-5
Pisd-ps1	8043.371619244894	-0.5104923470518621	0.09826693757808787	-5.194955288458024	2.0476904823860843e-7	5.1106043513025324e-5
Creld2	380.46909160487473	-0.3970269418988161	0.076422431781152	-5.195162371118561	2.0454123659361158e-7	5.1106043513025324e-5
Lonrf3	353.0402085550771	-0.52067980369787	0.10040002579692582	-5.186052489179867	2.1479829316446293e-7	5.268483652685603e-5
Tmem151b	5193.320430199981	-0.41070043200739914	0.07931792456673933	-5.17790189608188	2.2439516936666979e-7	5.4105858973054995e-5
Malat1	23570.08533320094	-0.520354240081364	0.10071833936985819	-5.166429900819925	2.386076321545679e-7	5.657386958384805e-5
Fam135b	121.93436754230675	-0.6733824749110704	0.13057537783620993	-5.157040217457708	2.5088393208093686e-7	5.850942324235095e-5
Sesn3	400.57584787437594	-0.645098464185924	0.1255537527915415	-5.138026142930106	2.776392647326756e-7	6.283424904527461e-5
Grin2b	482.7763764425297	-0.6097261654367084	0.11867906925762726	-5.137604880546555	2.7826217417772393e-7	6.283424904527461e-5
9330159F19Rik	1419.4495605858951	-0.2881172869506818	0.05612674746746909	-5.133333035513483	2.846555575942735e-7	6.327359316150211e-5
Gem	51.76371253518485	-0.6656400942529628	0.12977258463620886	-5.129281320233776	2.9085041918080154e-7	6.365597020409358e-5
Ube3a	296.31473376026315	-0.4086815923512252	0.07984427667155843	-5.118483244983832	3.0800259388932286e-7	6.638855910105314e-5
Fyco1	1399.2823476960148	-0.33620002984468594	0.06592505531312329	-5.09973072070765	3.4013703158152454e-7	7.222073748177265e-5
Sox21	362.0589194066139	-0.4638456437372511	0.09156601100990708	-5.065696742943895	4.0690926595756473e-7	8.45308153222272e-5
Pdia4	672.1078069349599	-0.3730947830914553	0.0736721755421183	-5.06425635385448	4.0999762809178107e-7	8.45308153222272e-5
Lama3	222.85306850446992	-0.4320433302069189	0.08579267022748778	-5.035900258860263	4.756081786426562e-7	9.529580210380883e-5
Rbbp7	1860.3787239314952	0.20382428124213203	0.04047064829243419	5.036348312716208	4.744967973399609e-7	9.529580210380883e-5
Actr3b	1639.2450616082074	0.256696328665013	0.051204855780489084	5.013124727183075	5.355315776745767e-7	1.0581211422220179e-4
Prr14l	967.2200248812454	-0.31707929462095114	0.06330691659661455	-5.008604298979671	5.482616217193574e-7	1.0684342233670655e-4
Fam208b	417.19640947627425	-0.46794226592504806	0.09357489791597426	-5.00072430049817	5.711533756210993e-7	1.0980037731872647e-4
Egfr	183.67249948613198	-0.487172691672519	0.09756674049568256	-4.993225039572547	5.937930058039061e-7	1.1263065734088491e-4
Atf3	28.37862974318141	-0.6346908289294061	0.12749023153352027	-4.978348704014476	6.412904335623734e-7	1.2003944352445162e-4
Lnpep	43.5288559135277	-0.6480823235626416	0.13045766364400904	-4.967759696594898	6.773082047714675e-7	1.251348898841415e-4
Irs2	1196.9012175106006	-0.5483325778266541	0.11061025354461348	-4.957339489376452	7.146503947660274e-7	1.2869134830305706e-4
Rock1	354.6081679551149	-0.37082431939251387	0.07478760320929269	-4.958366139302045	7.108849387319134e-7	1.2869134830305706e-4
Ptpn4	111.82180772202695	-0.6433103177028185	0.12992278425605222	-4.951481923563003	7.365046198432753e-7	1.299154087994469e-4
Ahctf1	902.59516427617325	-0.3793117342579659	0.07661878448300469	-4.950636280873178	7.397123655809926e-7	1.299154087994469e-4
Fam208a	507.39771230911015	-0.30493967957410917	0.06163486724570852	-4.947519045647678	7.516535144333299e-7	1.3040271824790915e-4
Whsc1l1	1878.9562940814808	-0.22106597893110452	0.044712693249558344	-4.944143661784188	7.647929165136074e-7	1.310836630159347e-4
Ago2	684.8428261469578	-0.5118705947363309	0.10378983465024126	-4.931798922902909	8.14757649032109e-7	1.3798502756108075e-4
Itsn1	3887.4799579232845	-0.2040496262616132	0.041484650651508644	-4.918677705056019	8.713079440673542e-7	1.4582619779179037e-4
Anks1	1215.6872529840552	-0.3457488939547438	0.07045836114024916	-4.9071378947705275	9.241506069727028e-7	1.5287170389294966e-4
9330133O14Rik	151.5700050343052	0.4522305195311233	0.09224669884261587	4.902403286026352	9.467122795094376e-7	1.5480378032530184e-4
Vps13c	782.8463274609896	-0.4762311908631392	0.09757764752807352	-4.880535685451172	1.0579806689116879e-6	1.7103219313565536e-4
Foxn3	121.05676971208268	-0.541708262766224	0.11143377109002822	-4.8612575655235934	1.1664236904699476e-6	1.8234663099588435e-4
Tbcc	436.7091978726699	0.354070304462329	0.07278714141474928	4.8644622879856865	1.147683863296279e-6	1.8234663099588435e-4
Serac1	678.7827658171186	-0.2388992974188838	0.04913843945382014	-4.861759959703222	1.1634665715104813e-6	1.8234663099588435e-4
P4ha1	914.3632222249969	-0.3705574897353653	0.07632249944575575	-4.8551540165260105	1.2029321112204044e-6	1.8600991537197253e-4
Mib1	600.568396057066	-0.6108105259404206	0.12665387786540142	-4.822675280338008	1.416454625851817e-6	2.166718656706231e-4
Fryl	1801.6607040775637	-0.2631912959504215	0.0546083010723578	-4.819620658069629	1.438314438755645e-6	2.1767511920997665e-4
Zc3h11a	2343.4939789631608	-0.2649816485684876	0.05511173836552837	-4.808080028450526	1.5238676473657732e-6	2.2819517001500516e-4
Csmd1	1538.4453238937326	-0.3455882175415769	0.07192790362320838	-4.8046474335179825	1.5502443307232813e-6	2.2972683175905625e-4
Plekhh2	298.36688778965953	-0.503045752962462	0.10474701225867189	-4.802483069590516	1.56710073181291e-6	2.2983067021412843e-4
Hipk2	324.9313205160768	-0.5944357866166745	0.12400290307821416	-4.793724758538414	1.6371285165715366e-6	2.3525040683582504e-4
Fbxo16	91.412876698546	0.49799286236505497	0.10384122251472595	4.795714556369302	1.6209596499907347e-6	2.3525040683582504e-4
Atp7a	135.87501619902	-0.561345731555319	0.11727610907365095	-4.786530999274425	1.6968874000750584e-6	2.3984177031349387e-4
Col19a1	616.8112206699732	-0.4782152931275628	0.09992311231057827	-4.785832647417818	1.7027990160032954e-6	2.3984177031349387e-4
Cirbp	1171.7387862117519	0.3887812897358382	0.08138244580812994	4.7772131431444365	1.7774134414815474e-6	2.4549013221860673e-4
S1pr1	2972.7479459927063	-0.3543305965135794	0.07416064163963444	-4.77787932627879	1.77153639153194e-6	2.4549013221860673e-4
Arid5a	315.8684951309055	-0.5207206056893859	0.10928316734052552	-4.76487475941125	1.8897098730265583e-6	2.5849050628534443e-4
Son	4936.99584091818	-0.36299566490036894	0.07642176894249897	-4.749898751669737	2.035185188508348e-6	2.731372121860355e-4
Nxph1	420.70202322064034	0.3210847653467752	0.06759616661844085	4.750043995234196	2.0337239826735526e-6	2.731372121860355e-4
Hmbox1	376.6552075886598	-0.47027439557282813	0.09932063767994787	-4.73491115802384	2.191510743712833e-6	2.913685218697081e-4
Wnk1	4032.4414570334025	-0.40171442679175057	0.08524036130013714	-4.712725528899234	2.444253236055403e-6	3.1900868381765286e-4
Spag1	306.00759372401023	-0.356172646247291	0.07557054329528419	-4.713114802623328	2.439586599572756e-6	3.1900868381765286e-4
Shc3	393.1509985586483	-0.43836337122187163	0.09307594288574954	-4.709738710463148	2.4803456171813823e-6	3.207763340911122e-4
Gm20219	71.76819135138456	-0.5643687048183752	0.11987844840217005	-4.707841253709111	2.5035394234728335e-6	3.2085902557049125e-4
Ranbp2	1474.2076604071044	-0.3463485908843142	0.07368334991587985	-4.700500062493371	2.5952517673310306e-6	3.2458138088276695e-4
Ndufb6	900.9663863175501	0.2669901399055326	0.05677579288519508	4.70253476592404	2.569514502844315e-6	3.2458138088276695e-4
Znrf1	3501.3470069445384	-0.266023600519239	0.056600214741392325	-4.70004578135802	2.601031732084594e-6	3.2458138088276695e-4
Chgb	10957.939931822102	0.20397832278268158	0.043418463420220835	4.697962726329114	2.627693699480838e-6	3.2505713538099484e-4
Trim36	93.49509777413799	-0.48592116932295437	0.10352157548184301	-4.693912037768221	2.680293195136858e-6	3.2819321740069007e-4
Zfc3h1	932.2226258194924	-0.36664039057465375	0.07813367785201002	-4.6924757755432065	2.699185043995553e-6	3.2819321740069007e-4
Tceal3	1768.9821169406396	0.20030611331208895	0.04289479052540104	4.669707226882797	3.0162929738232496e-6	3.6364223597974194e-4
Cdh19	147.21936054124777	-0.4892189411778832	0.10520442198694725	-4.650174697396092	3.316539786815364e-6	3.964797899767678e-4
Wdfy2	129.2911902017673	-0.490324761419518	0.10574354160630145	-4.636923957446671	3.5363243594814792e-6	4.192312528165294e-4
Lcor	16.993684307962592	-0.4926699318715805	0.10633993260770795	-4.6329720152170735	3.6045327972436078e-6	4.2378581465774847e-4
Phc3	1103.526036074879	-0.384342789079985	0.08299589025594134	-4.630865310255184	3.6414070236723575e-6	4.246119370390407e-4
Unc80	4787.437548197665	-0.43391752501282843	0.09411788105970376	-4.610362240705063	4.019679357169659e-6	4.649102319926469e-4
Sf3b2	5369.634595103273	0.15769634542450633	0.03424976270985885	4.6043047585586105	4.138460583680978e-6	4.7478822793101284e-4
Stk40	984.1836291275106	-0.41063119829489453	0.08928002077407682	-4.599362709984098	4.23785369572278e-6	0.00048230165340281816
Lrch3	777.5542169298257	-0.3072800927564641	0.0671776133061755	-4.574144236949492	4.781703542936106e-6	5.398771000143575e-4
Smad5	514.4048939764982	-0.336373164070943	0.07359391854403749	-4.570665222421366	4.861784317769676e-6	5.445964071227671e-4
Fam178a	1138.873764648538	-0.31049287049582147	0.06797096441246306	-4.568022142685531	4.9234803086287395e-6	5.47198678676191e-4
Dnajb14	125.60403263223387	-0.585244899496688	0.1285593742876747	-4.5523315801700885	5.305462951264239e-6	5.805808918821928e-4
Kmt2a	4387.927708650104	-0.4252636216336793	0.09338517891139883	-4.553866326445197	5.266883060473798e-6	5.805808918821928e-4
Cbfa2t3	928.5681474109804	-0.35058061313360717	0.07713727305838329	-4.544892491445236	5.496330025308668e-6	5.939608765598925e-4
no_feature	3735331.6831503725	-0.19717810290155866	0.04338999364172165	-4.544322004969414	5.51123546365147e-6	5.939608765598925e-4
Egr4	1443.1118410433464	-0.5304979019034142	0.11691401818141192	-4.537504656458362	5.692377395062846e-6	6.087159581961837e-4
Zbtb41	236.71935794648553	-0.392564213578593	0.0865745129033683	-4.53440857376536	5.776511623540334e-6	6.087159581961837e-4
Prdm2	1924.3255362092286	-0.2302714656610119	0.05076593522106215	-4.535944519849506	5.73462550358498e-6	6.087159581961837e-4
Ttc14	2383.6377983979423	-0.3368637609624037	0.07450956939773991	-4.521080495905024	6.152478548814439e-6	6.435673517311339e-4
Slitrk1	1784.2385082824112	0.34997770298243874	0.07771178541957853	4.503534452243664	6.683252733207721e-6	6.771416263875053e-4
Nin	1173.5386486703474	-0.3239845744765847	0.07190010584066625	-4.50603751814425	6.604941410723285e-6	6.771416263875053e-4
Dusp11	1388.7782178153843	-0.30250085743641286	0.0672054080137181	-4.501138619300782	6.759040555815109e-6	6.771416263875053e-4
Nvl	856.8557006210418	-0.27393748665413764	0.060849258218320025	-4.501903468917928	6.734757039573172e-6	6.771416263875053e-4
Aldoa	37199.65185316549	0.26252075755315984	0.05825935957481228	4.506070088464506	6.603928219537075e-6	6.771416263875053e-4
Sh2b3	730.5117990412349	-0.24753651219777775	0.05498022763763912	-4.502282417403376	6.722756592793361e-6	6.771416263875053e-4
Zfp950	642.0150022364442	-0.3277825641363293	0.07286002748863839	-4.498798249663615	6.833867237197679e-6	6.798503168977216e-4
Dbp	1695.6241779935824	0.37838660958262293	0.08414340166063056	4.496925511862974	6.89431277095037e-6	6.81100649163472e-4
Zswim4	577.1317369715675	-0.34663669660636676	0.07723624765107678	-4.488005400939932	7.189310672654195e-6	7.011075370308694e-4
Atp5g3	3506.3117683129276	0.19575462870014054	0.043619041274408	4.487825109879088	7.195395782827704e-6	7.011075370308694e-4
Rgs7	1470.2764276485198	0.2411493714572195	0.05379469503444965	4.482772349630193	7.367951791637501e-6	7.130372937947965e-4
Zfp397	425.4748290283653	-0.33849898324045347	0.07565794306296536	-4.474070659821428	7.67443622848671e-6	7.327283878285364e-4
Grid1	1284.5410199912058	0.26699840172289513	0.05965800509188412	4.4754832366866655	7.62386807405705e-6	7.327283878285364e-4
Lrrc9	18.00179471792059	-0.5833725072064974	0.13051636195243152	-4.469727001884372	7.831949764785087e-6	7.39674587053222e-4
2410089E03Rik	1422.1352784641604	-0.2536063207270654	0.05674531908690671	-4.469202478862824	7.851178310490406e-6	7.39674587053222e-4
E130308A19Rik	156.1827941423034	-0.4049201297338806	0.09075114627581375	-4.461873445688879	8.124620590638542e-6	7.604003455422625e-4
Stox2	2129.780180499091	-0.2906253450226006	0.06519330880411685	-4.45790143733659	8.276593986280792e-6	7.695609545675199e-4
Pdk4	194.0170058327396	-0.43237264018240607	0.09705176369224745	-4.455072465797386	8.386486281487224e-6	7.747152846781639e-4
Kcnq3	298.11623807396694	-0.5706273125069815	0.1283134415534547	-4.447135900951275	8.702278637207366e-6	7.987007476962064e-4
Chd2	1506.1890018909855	-0.24466755139205415	0.05519997034316769	-4.432385558742199	9.319617103357689e-6	8.498773904638878e-4
Kdm7a	606.6889861600781	-0.41253178230901716	0.09322343961518106	-4.4251937496826494	9.635576327352031e-6	8.72348844517753e-4
Klc1	18777.844244374224	0.15953970557193184	0.03606226137251837	4.424007244690173	9.688676889765568e-6	8.72348844517753e-4
Brwd3	46.286942629120986	-0.5294057128231335	0.11990901880555971	-4.415061670061694	1.0098119825169237e-5	9.034959285085382e-4
Atxn7	745.790598409076	-0.3489003764424502	0.07906966300916088	-4.412569412393059	1.02151028884959e-5	9.045709851312605e-4
Ccdc177	396.59881036487434	0.32219849375634074	0.07302611774890738	4.412099447271541	1.0237306945461334e-5	9.045709851312605e-4
Tnpo1	377.33501466990776	-0.5155320355535981	0.11690286839073903	-4.409917760362141	1.0340988352502282e-5	9.080919771771447e-4
Gm9776	55.19291763758749	0.5455558901826005	0.12401848237737205	4.398988600122885	1.08756538616258e-5	9.427568907939705e-4
Armcx5	338.3039145909329	0.3654733266586365	0.08310062600345729	4.397961173522706	1.0927252050717492e-5	9.427568907939705e-4
Traf3	1447.0154477116823	-0.36482207336911615	0.08295527866437763	-4.397816260073355	1.0934548501406237e-5	9.427568907939705e-4
Dnajc3	904.641445453078	-0.2603948532809	0.0592694242556548	-4.393409528624806	1.1158663861080239e-5	9.5628404872125e-4
Evi5	1190.6138154560758	-0.24497838018308415	0.055811208942141255	-4.389411819354245	1.1365765367423372e-5	9.681998689638615e-4
Tceal6	1221.078321466328	0.2705094926181602	0.06168054818408946	4.385653185357686	1.1563824336742102e-5	9.792081250862687e-4
Nadk2	727.9423627311942	-0.2672103454743611	0.06095403930305622	-4.383800458995394	1.1662660683878823e-5	9.81733792241776e-4
Sh2d3c	621.9612492656382	0.3443706149472421	0.0785806966632449	4.382381800749763	1.173888559551215e-5	9.823375675397405e-4
Tspan4	185.01490979904983	0.4271254051327788	0.09750621973887609	4.380493944659433	1.1841058327601032e-5	9.850929577102474e-4
2610524H06Rik	147.37773832049425	0.42734455189674636	0.09760084725953545	4.378492235424682	1.195031979689774e-5	9.884026129689956e-4
Mtf1	665.3188464846737	-0.25282996846671557	0.057765057312166065	-4.376866919743648	1.2039743342826794e-5	9.90042709798e-4
AU023762	31.315231858582617	0.5672409743649067	0.12963773269442636	4.375585430068963	1.2110699763123336e-5	9.901541082194976e-4
Klf12	322.8461735415999	-0.5383862966912412	0.1232221312605903	-4.36923376655985	1.2468324266218296e-5	0.001013567891492694
Zfp329	458.59715798902005	-0.35829639701239724	0.0820625483990518	-4.3661378302570135	1.2646269742302055e-5	0.0010164171375931584
1810030O07Rik	433.0666454789805	-0.2793036775040892	0.06395853955235756	-4.366948955665981	1.2599415736982648e-5	0.0010164171375931584
Ptch1	691.33944530671	-0.37865538344139377	0.08675174731607102	-4.364815639525991	1.2723001599085786e-5	0.0010168394424078337
Zfp568	93.31734319648265	-0.4618986462272511	0.105940006812033	-4.360002043862312	1.3006122921206009e-5	0.0010216138271087437
C030023E24Rik	241.766982837732	-0.4438537726433965	0.10180375466210381	-4.359895900859342	1.3012433161034625e-5	0.0010216138271087437
Trove2	581.9957279348264	-0.4293559745119255	0.09846402243302654	-4.360536609236797	1.2974387169058239e-5	0.0010216138271087437
Pds5a	503.4771904743878	-0.31280893994952114	0.07176278177924869	-4.358929966117543	1.3069992726964104e-5	0.0010216138271087437
Apc	5296.097040645091	-0.37088340966336136	0.0851494632010829	-4.355675252908049	1.3265732931452848e-5	0.0010312476321467116
Ankrd12	1056.9365714446317	-0.26664555090339953	0.06127952773162422	-4.351299051637324	1.3533331879392018e-5	0.0010463324962838633
Nrn1	3236.7854213465366	0.25192880849280175	0.05794682802978704	4.347585830984571	1.3764421204454301e-5	0.0010584467894841454
Zdbf2	280.4915736163488	-0.5011607074158129	0.11531391906424594	-4.3460556321617725	1.3860742881392115e-5	0.001060123270057442
Fam126b	965.8501152294382	-0.3947828255349649	0.0908964905800579	-4.343213065935218	1.4041383342901123e-5	0.0010681963606209166
Emx2	249.79291197996244	-0.4090201826661466	0.09431018516435744	-4.336967231623326	1.444621514551115e-5	0.0010848291183056258
Adam11	5965.160071881552	0.3394803890721229	0.07828766815710998	4.336320100770452	1.4488790417409593e-5	0.0010848291183056258
Srsf6	2134.3820310982173	-0.22612890108930447	0.052128545004293786	-4.337909317643115	1.4384447741725226e-5	0.0010848291183056258
Samd4b	1965.012698197214	-0.2920436451191168	0.0673852453552937	-4.33394051738322	1.4646376431438429e-5	0.0010908866550452517
Pddc1	513.7665331256342	0.2816122410760809	0.06500149271094967	4.332396524005404	1.4749499015725608e-5	0.0010928456926964192
Slc19a3	66.38639261455138	-0.4786506098889752	0.11064365020578057	-4.3260558468448655	1.518029508219254e-5	0.0011189371908770522
Rrp1	7913.601098357206	0.17740807547049095	0.0410605435393714	4.320646055266684	1.5557304294150828e-5	0.0011408155200442766
Pspc1	748.8456299984935	0.24619052426500437	0.05703591267954553	4.316412461885514	1.5858552954882626e-5	0.0011569424324931294
Itgb8	190.57631837078156	-0.5550824289309692	0.12874169099386346	-4.311598089521968	1.6207884389155197e-5	0.0011763947108169481
Srsf7	1561.1493386047848	-0.20230216465067855	0.046981005725327936	-4.306041591221522	1.662018210602956e-5	0.0012001965007125712
Dusp4	283.67675250129264	-0.47864060941695424	0.11119808917375906	-4.304395992533887	1.67441931992087e-5	0.0012030449113734493
Xrn1	125.86344032398023	-0.545387008575396	0.12715427672704505	-4.289175500924343	1.793376243171361e-5	0.0012820387153445118
Cep85l	97.03503098473016	-0.5358932960742575	0.1250216241492193	-4.286404849729381	1.8158792685225288e-5	0.001285208879303557
Stac3	82.42917084328589	-0.5249560762291201	0.12246299377292233	-4.286650685696308	1.8138717824324915e-5	0.001285208879303557
Tmem163	270.7890427163505	0.44675956776840947	0.10435530429252789	4.281139045084444	1.859391282042005e-5	0.0012966519793298807
Sox6	393.78342712081707	-0.31166111151586157	0.0727814060306111	-4.282152935940536	1.85093690819008e-5	0.0012966519793298807
Mat2b	1947.4072240256435	0.23229997841627245	0.054236674416108965	4.2830793170326915	1.8432442629669153e-5	0.0012966519793298807
Edn1	68.36013898305592	-0.514415692169662	0.12037901953733963	-4.273300232438747	1.9260084183624076e-5	0.0013365558907133467
Spag7	725.6810452859125	0.3124822107964894	0.07320751272209103	4.268444578669521	1.9684071839526525e-5	0.0013527807052613736
Atp5a1	15673.00243060541	0.16811328681556956	0.039381957546738365	4.2687894987457975	1.965366307032604e-5	0.0013527807052613736
Rab43	591.2082070946543	-0.21817948683248786	0.05112969284336441	-4.2671777337071	1.9796144100662807e-5	0.0013539420479616784
Nes	553.4907591750693	-0.4927533217592334	0.11556317308589713	-4.263930356022451	2.008620732385394e-5	0.0013617530841048974
Clk1	1676.3536562650806	-0.3762505230115038	0.08824389239634915	-4.2637571031156165	2.0101795842965587e-5	0.0013617530841048974
Nudt18	817.6509545471989	0.22621120249207927	0.053256370702394994	4.247589527949307	2.1608282607580374e-5	0.0014568693287935468
Myo9b	2397.228221329616	-0.3039767460536616	0.07160412190810947	-4.245240887720947	2.1835870976029912e-5	0.0014652693420047244
Fam204a	208.78952149061658	0.331472435337046	0.07815193829559218	4.24138469967726	2.2214500096255136e-5	0.0014836783022034064
Mpp3	1546.4867719092056	0.23965116501092043	0.056537049066634995	4.238833985276907	2.246837297563725e-5	0.0014936218408944653
Prkd3	348.1681877092499	-0.3851886668925039	0.09098030867392884	-4.23375862872713	2.2981760501914822e-5	0.0015206443018615826
Gpr17	707.3598127351232	-0.3759085212363107	0.08884703832079525	-4.230962881160291	2.3269307256034448e-5	0.0015325424306682689
